"osid","itemid","itemqty","purrate","itemmrp","itemsalerate","entrydate","empid"
"CONS1-2063","8310","4.00","33.00","55.00","45.00","2022-03-31","129"
"CONS1-2064","6081","2.00","34.00","121.00","50.00","2022-03-31","129"
"CONS1-2065","6080","1.00","28.00","75.00","55.00","2022-03-31","129"
"CONS1-2066","6098","3.00","50.00","63.00","60.00","2022-03-31","129"
"CONS1-2067","6082","1.00","34.02","115.00","45.00","2022-03-31","129"
"CONS1-2068","6598","1.00","72.00","95.00","135.00","2022-03-31","129"
"CONS1-2069","6308","1.00","43.05","65.00","55.00","2022-03-31","129"
"CONS1-2070","6309","1.00","33.00","60.00","45.00","2022-03-31","129"
"CONS1-2071","6314","2.00","32.00","65.00","45.00","2022-03-31","129"
"CONS1-2072","6310","6.00","45.00","65.00","55.00","2022-03-31","129"
"CONS1-2073","5924","9.00","100.50","135.00","110.00","2022-03-31","129"
"CONS1-2074","5925","43.00","50.25","85.00","63.00","2022-03-31","129"
"CONS1-2075","10280","37.00","24.65","45.00","29.00","2022-03-31","129"
"CONS1-2076","5927","323.00","94.66","135.00","105.00","2022-03-31","129"
"CONS1-2077","5928","6.00","47.34","72.00","55.00","2022-03-31","129"
"CONS1-2078","6600","65.00","98.60","125.00","112.00","2022-03-31","129"
"CONS1-2079","6601","41.00","49.30","65.00","60.00","2022-03-31","129"
"CONS1-2080","6602","5.00","24.50","45.00","35.00","2022-03-31","129"
"CONS1-2081","6603","16.00","65.25","85.00","78.00","2022-03-31","129"
"CONS1-2082","6085","10.00","96.50","125.00","120.00","2022-03-31","129"
"CONS1-2083","9474","9.00","8.00","45.00","13.00","2022-03-31","129"
"CONS1-2084","6617","1.00","20.00","40.00","30.00","2022-03-31","129"
"CONS1-2085","6618","1.00","25.00","50.00","40.00","2022-03-31","129"
"CONS1-2086","9473","3.00","12.00","28.00","19.00","2022-03-31","129"
"CONS1-2087","6619","1.00","20.00","50.00","30.00","2022-03-31","129"
"CONS1-2088","10277","1.00","24.40","45.00","33.00","2022-03-31","129"
"CONS1-2089","6084","49.00","48.25","75.00","65.00","2022-03-31","129"
"CONS1-2090","6023","2.00","7.00","25.00","15.00","2022-03-31","129"
"CONS1-2091","6116","6.00","25.20","50.00","40.00","2022-03-31","129"
"CONS1-2092","9998","20.00","15.00","20.00","20.00","2022-03-31","129"
"CONS1-2093","6095","3.00","44.10","85.00","65.00","2022-03-31","129"
"CONS1-2094","6607","8.00","13.00","50.00","25.00","2022-03-31","129"
"CONS1-2095","5955","28.00","11.25","25.00","20.00","2022-03-31","129"
"CONS1-2096","5967","9.00","185.00","255.00","210.00","2022-03-31","129"
"CONS1-2097","6609","39.00","23.00","45.00","35.00","2022-03-31","129"
"CONS1-2098","6610","17.00","27.00","50.00","40.00","2022-03-31","129"
"CONS1-2099","6611","4.00","34.19","55.00","45.00","2022-03-31","129"
"CONS1-2100","10639","2.00","11.50","26.00","20.00","2022-03-31","129"
"CONS1-2101","6608","12.00","23.00","20.00","35.00","2022-03-31","129"
"CONS1-2102","7927","41.00","22.31","60.00","45.00","2022-03-31","129"
"CONS1-2103","8339","4.00","223.13","566.00","255.00","2022-03-31","129"
"CONS1-2104","9659","13.00","5.50","15.00","10.00","2022-03-31","129"
"CONS1-2105","6012","25.00","20.50","40.00","28.00","2022-03-31","129"
"CONS1-2106","6066","1.00","44.00","75.00","65.00","2022-03-31","129"
"CONS1-2107","8885","1.00","2.50","15.00","5.00","2022-03-31","129"
"CONS1-2108","9627","2.00","275.00","365.00","305.00","2022-03-31","129"
"CONS1-2109","6615","3.00","190.00","305.00","230.00","2022-03-31","129"
"CONS1-2110","6621","5.00","7.50","30.00","20.00","2022-03-31","129"
"CONS1-2111","6094","1.00","45.00","80.00","55.00","2022-03-31","129"
"CONS1-2112","6623","7.00","100.00","155.00","125.00","2022-03-31","129"
"CONS1-2113","6624","5.00","250.00","290.00","275.00","2022-03-31","129"
"CONS1-2114","6622","2.00","195.00","195.00","210.00","2022-03-31","129"
"CONS1-2115","6018","3.00","140.00","205.00","165.00","2022-03-31","129"
"CONS1-2116","10031","5.00","25.25","65.00","48.00","2022-03-31","129"
"CONS1-2117","5983","1.00","28.00","120.00","48.00","2022-03-31","129"
"CONS1-2118","9922","1.00","28.00","95.00","48.00","2022-03-31","129"
"CONS1-2119","5931","30.00","55.25","80.00","65.00","2022-03-31","129"
"CONS1-2120","6065","29.00","75.00","99.00","85.00","2022-03-31","129"
"CONS1-2121","7632","6.00","10.50","30.00","16.00","2022-03-31","129"
"CONS1-2122","5932","3.00","90.50","135.00","100.00","2022-03-31","129"
"CONS1-2123","6628","16.00","45.25","75.00","55.00","2022-03-31","129"
"CONS1-2124","6629","17.00","7.50","20.00","15.00","2022-03-31","129"
"CONS1-2125","6216","57.00","65.50","82.00","75.00","2022-03-31","129"
"CONS1-2126","5913","135.00","32.75","58.00","42.00","2022-03-31","129"
"CONS1-2127","9953","12.00","33.30","55.00","40.00","2022-03-31","129"
"CONS1-2128","6632","1.00","260.00","355.00","285.00","2022-03-31","129"
"CONS1-2129","8338","6.00","206.25","443.00","280.00","2022-03-31","129"
"CONS1-2130","6633","46.00","18.00","35.00","25.00","2022-03-31","129"
"CONS1-2131","9285","10.00","55.00","75.00","70.00","2022-03-31","129"
"CONS1-2132","10344","3.00","24.00","35.00","30.00","2022-03-31","129"
"CONS1-2133","6634","93.00","61.25","90.00","75.00","2022-03-31","129"
"CONS1-2134","9544","1.00","12.50","30.00","20.00","2022-03-31","129"
"CONS1-2135","9768","5.00","40.00","60.00","45.00","2022-03-31","129"
"CONS1-2136","6639","2.00","170.00","260.00","200.00","2022-03-31","129"
"CONS1-2137","5957","45.00","37.50","60.00","50.00","2022-03-31","129"
"CONS1-2138","5945","4.00","40.00","65.00","52.00","2022-03-31","129"
"CONS1-2139","6115","4.00","9.00","161.00","15.00","2022-03-31","129"
"CONS1-2140","5946","59.00","47.50","75.00","65.00","2022-03-31","129"
"CONS1-2141","6640","34.00","90.00","155.00","120.00","2022-03-31","129"
"CONS1-2142","6641","7.00","225.00","355.00","250.00","2022-03-31","129"
"CONS1-2143","6027","8.00","1.00","46.00","4.00","2022-03-31","129"
"CONS1-2144","6228","13.00","34.00","65.00","55.00","2022-03-31","129"
"CONS1-2145","6642","8.00","9.00","25.00","20.00","2022-03-31","129"
"CONS1-2146","6648","26.00","227.50","500.00","255.00","2022-03-31","129"
"CONS1-2147","6649","3.00","65.00","95.00","80.00","2022-03-31","129"
"CONS1-2148","6650","3.00","10.50","35.00","20.00","2022-03-31","129"
"CONS1-2149","7631","8.00","15.00","30.00","22.00","2022-03-31","129"
"CONS1-2150","6078","9.00","45.00","87.00","65.00","2022-03-31","129"
"CONS1-2151","7942","13.00","60.00","95.00","65.00","2022-03-31","129"
"CONS1-2152","6652","12.00","27.50","45.00","36.00","2022-03-31","129"
"CONS1-2153","7926","1.00","52.00","46.00","62.00","2022-03-31","129"
"CONS1-2154","6653","7.00","18.25","55.00","30.00","2022-03-31","129"
"CONS1-2155","6057","1.00","32.50","51.00","40.00","2022-03-31","129"
"CONS1-2156","5942","18.00","70.25","88.00","80.00","2022-03-31","129"
"CONS1-2157","7186","1.00","25.00","50.00","30.00","2022-03-31","129"
"CONS1-2158","6654","6.00","25.20","45.00","36.00","2022-03-31","129"
"CONS1-2159","6006","15.00","22.70","40.00","30.00","2022-03-31","129"
"CONS1-2160","6056","2.00","29.40","58.00","45.00","2022-03-31","129"
"CONS1-2161","7353","1.00","46.20","70.00","56.00","2022-03-31","129"
"CONS1-2162","6657","5.00","27.00","48.00","38.00","2022-03-31","129"
"CONS1-2163","7621","1.00","42.00","85.00","48.00","2022-03-31","129"
"CONS1-2164","6091","1.00","37.80","55.00","48.00","2022-03-31","129"
"CONS1-2165","6660","1.00","37.80","55.00","48.00","2022-03-31","129"
"CONS1-2166","6090","2.00","48.12","65.00","58.00","2022-03-31","129"
"CONS1-2167","6663","1.00","43.68","65.00","55.00","2022-03-31","129"
"CONS1-2168","6092","1.00","46.20","65.00","56.00","2022-03-31","129"
"CONS1-2169","6666","1.00","18.85","65.00","30.00","2022-03-31","129"
"CONS1-2170","6107","11.00","85.00","165.00","95.00","2022-03-31","129"
"CONS1-2171","6664","12.00","60.00","95.00","75.00","2022-03-31","129"
"CONS1-2172","6105","51.00","48.00","65.00","55.00","2022-03-31","129"
"CONS1-2173","6671","5.00","58.45","125.00","88.00","2022-03-31","129"
"CONS1-2174","5934","105.00","51.30","75.00","62.00","2022-03-31","129"
"CONS1-2175","5964","414.00","26.00","38.00","30.00","2022-03-31","129"
"CONS1-2176","102","52.00","130.00","173.00","150.00","2022-03-31","129"
"CONS1-2177","6122","11.00","22.00","35.00","30.00","2022-03-31","129"
"CONS1-2178","8944","1.00","50.25","95.00","75.00","2022-03-31","129"
"CONS1-2179","6024","3.00","25.00","37.00","32.00","2022-03-31","129"
"CONS1-2180","5926","26.00","68.75","80.00","80.00","2022-03-31","129"
"CONS1-2181","9111","10.00","70.00","150.00","105.00","2022-03-31","129"
"CONS1-2182","6674","3.00","96.00","135.00","110.00","2022-03-31","129"
"CONS1-2183","6676","7.00","8.00","15.00","12.00","2022-03-31","129"
"CONS1-2184","6677","11.00","11.70","20.00","16.00","2022-03-31","129"
"CONS1-2185","9626","4.00","260.00","355.00","285.00","2022-03-31","129"
"CONS1-2186","8235","2.00","52.50","185.00","65.00","2022-03-31","129"
"CONS1-2187","1195","1.00","15.00","25.00","20.00","2022-03-31","129"
"CONS1-2188","5953","66.00","15.50","30.00","24.00","2022-03-31","129"
"CONS1-2189","5971","150.00","27.30","88.00","29.50","2022-03-31","129"
"CONS1-2190","9508","26.00","10.00","30.00","20.00","2022-03-31","129"
"CONS1-2191","6591","36.00","12.50","25.00","20.00","2022-03-31","129"
"CONS1-2192","9511","16.00","20.00","35.00","28.00","2022-03-31","129"
"CONS1-2193","6492","2.00","50.00","0.00","70.00","2022-03-31","129"
"CONS1-2194","6493","3.00","60.00","0.00","85.00","2022-03-31","129"
"CONS1-2195","9480","4.00","8.00","20.00","13.00","2022-03-31","129"
"CONS1-2196","9481","4.00","8.00","15.00","13.00","2022-03-31","129"
"CONS1-2197","6496","30.00","3.00","10.00","6.00","2022-03-31","129"
"CONS1-2198","9472","3.00","15.00","35.00","35.00","2022-03-31","129"
"CONS1-2199","6497","1.00","13.00","40.00","30.00","2022-03-31","129"
"CONS1-2200","9529","1.00","60.00","105.00","80.00","2022-03-31","129"
"CONS1-2201","6585","25.00","12.00","20.00","16.00","2022-03-31","129"
"CONS1-2202","6586","4.00","16.00","27.00","20.00","2022-03-31","129"
"CONS1-2203","6588","4.00","12.00","20.00","16.00","2022-03-31","129"
"CONS1-2204","6584","52.00","12.00","16.00","16.00","2022-03-31","129"
"CONS1-2205","6699","3.00","1100.00","1550.00","1150.00","2022-03-31","204"
"CONS1-2206","5460","2.00","227.99","285.00","256.50","2022-03-31","204"
"CONS1-2207","10607","1.00","649.90","999.00","799.00","2022-03-31","204"
"CONS1-2208","5458","5.00","228.40","285.00","256.50","2022-03-31","204"
"CONS1-2209","5457","5.00","239.40","285.00","268.00","2022-03-31","204"
"CONS1-2210","5470","1.00","504.00","599.00","551.00","2022-03-31","204"
"CONS1-2211","5467","1.00","224.25","299.00","254.15","2022-03-31","204"
"CONS1-2212","4792","3.00","67.20","80.00","75.20","2022-03-31","204"
"CONS1-2213","4778","10.00","44.36","55.00","49.50","2022-03-31","204"
"CONS1-2214","5466","3.00","241.51","575.00","287.50","2022-03-31","204"
"CONS1-2215","5465","6.00","210.00","500.00","250.00","2022-03-31","204"
"CONS1-2216","4781","1.00","378.05","900.00","450.00","2022-03-31","204"
"CONS1-2217","5454","5.00","110.25","190.00","152.00","2022-03-31","204"
"CONS1-2218","5459","1.00","110.25","190.00","152.00","2022-03-31","204"
"CONS1-2219","5471","2.00","110.25","190.00","152.00","2022-03-31","204"
"CONS1-2220","5456","4.00","110.25","190.00","152.00","2022-03-31","204"
"CONS1-2221","5455","3.00","110.25","190.00","152.00","2022-03-31","204"
"CONS1-2222","4774","12.00","76.01","95.00","85.50","2022-03-31","204"
"CONS1-2223","4780","2.00","93.98","125.00","106.25","2022-03-31","204"
"CONS1-2224","4784","5.00","180.08","240.00","204.00","2022-03-31","204"
"CONS1-2225","4785","5.00","229.32","350.00","280.00","2022-03-31","204"
"CONS1-2226","5468","2.00","110.25","190.00","152.00","2022-03-31","204"
"CONS1-2227","4793","9.00","52.67","95.00","73.15","2022-03-31","204"
"CONS1-2228","5462","7.00","44.36","55.00","49.50","2022-03-31","204"
"CONS1-2229","5461","21.00","44.36","55.00","49.50","2022-03-31","204"
"CONS1-2230","4787","4.00","56.02","100.00","80.00","2022-03-31","204"
"CONS1-2231","4788","13.00","52.00","125.00","62.50","2022-03-31","204"
"CONS1-2232","4791","3.00","40.02","50.00","45.00","2022-03-31","204"
"CONS1-2233","4783","24.00","24.00","30.00","28.50","2022-03-31","204"
"CONS1-2234","5463","1.00","504.00","595.00","559.30","2022-03-31","204"
"CONS1-2235","9358","5.00","15.85","20.00","20.00","2022-03-31","204"
"CONS1-2236","9317","4.00","8.64","10.00","10.00","2022-03-31","204"
"CONS1-2237","7789","2.00","45.00","50.00","47.00","2022-03-31","204"
"CONS1-2238","10926","2.00","117.70","140.00","133.00","2022-03-31","204"
"CONS1-2239","9316","1.00","8.64","10.00","10.00","2022-03-31","204"
"CONS1-2240","813","4.00","15.00","20.00","20.00","2022-03-31","204"
"CONS1-2241","815","12.00","35.40","40.00","38.00","2022-03-31","204"
"CONS1-2242","4504","3.00","175.00","230.00","180.00","2022-03-31","204"
"CONS1-2243","10988","1.00","175.00","230.00","180.00","2022-03-31","204"
"CONS1-2244","4499","2.00","235.00","300.00","235.00","2022-03-31","204"
"CONS1-2245","4498","19.00","235.00","295.00","240.00","2022-03-31","204"
"CONS1-2246","4501","12.00","175.00","230.00","180.00","2022-03-31","204"
"CONS1-2247","4502","3.00","175.00","230.00","180.00","2022-03-31","204"
"CONS1-2248","4505","1.00","175.00","230.00","180.00","2022-03-31","204"
"CONS1-2249","4506","1.00","175.00","230.00","180.00","2022-03-31","204"
"CONS1-2250","10987","6.00","175.00","230.00","180.00","2022-03-31","204"
"CONS1-2251","4503","4.00","175.00","230.00","180.00","2022-03-31","204"
"CONS1-2252","4496","1.00","280.00","350.00","280.00","2022-03-31","204"
"CONS1-2253","10968","17.00","92.00","115.00","96.00","2022-03-31","204"
"CONS1-2254","4230","11.00","236.00","295.00","240.00","2022-03-31","204"
"CONS1-2255","4333","4.00","27.56","41.00","35.00","2022-03-31","204"
"CONS1-2256","9215","1.00","12.00","18.00","15.00","2022-03-31","204"
"CONS1-2257","9152","5.00","18.35","26.00","24.50","2022-03-31","204"
"CONS1-2258","6381","1.00","65.00","85.00","75.00","2022-03-31","204"
"CONS1-2259","4316","190.00","168.46","213.00","180.00","2022-03-31","204"
"CONS1-2260","4321","34.00","101.21","122.00","112.00","2022-03-31","204"
"CONS1-2261","7526","8.00","31.71","37.00","36.00","2022-03-31","204"
"CONS1-2262","4320","390.00","46.96","65.00","55.25","2022-03-31","204"
"CONS1-2263","4283","15.00","57.00","95.00","85.00","2022-03-31","204"
"CONS1-2264","4329","3.00","161.07","202.00","168.00","2022-03-31","204"
"CONS1-2265","9634","1.00","31.00","41.00","37.00","2022-03-31","204"
"CONS1-2266","4332","22.00","30.32","44.00","36.00","2022-03-31","204"
"CONS1-2267","4232","3.00","300.00","375.00","305.00","2022-03-31","204"
"CONS1-2268","4326","5.00","20.21","27.00","25.00","2022-03-31","204"
"CONS1-2269","7652","2.00","230.10","295.00","250.75","2022-03-31","204"
"CONS1-2270","8182","4.00","190.00","224.00","198.00","2022-03-31","204"
"CONS1-2271","10979","2.00","96.00","120.00","100.00","2022-03-31","204"
"CONS1-2272","4264","2.00","28.00","45.00","41.00","2022-03-31","204"
"CONS1-2273","4257","4.00","42.00","80.00","72.00","2022-03-31","204"
"CONS1-2274","4263","15.00","28.00","45.00","40.50","2022-03-31","204"
"CONS1-2275","4269","5.00","42.11","80.00","68.50","2022-03-31","204"
"CONS1-2276","4260","2.00","39.00","60.00","45.00","2022-03-31","204"
"CONS1-2277","4276","11.00","24.23","55.00","49.50","2022-03-31","204"
"CONS1-2278","4331","10.00","27.65","38.00","31.00","2022-03-31","204"
"CONS1-2279","4254","9.00","138.75","185.00","140.00","2022-03-31","204"
"CONS1-2280","4228","12.00","28.00","40.00","35.00","2022-03-31","204"
"CONS1-2281","4229","4.00","56.00","80.00","64.00","2022-03-31","204"
"CONS1-2282","4261","1.00","32.00","45.00","38.25","2022-03-31","204"
"CONS1-2283","5237","1.00","8.61","10.00","10.00","2022-03-31","204"
"CONS1-2284","4318","1.00","15.00","20.00","17.00","2022-03-31","204"
"CONS1-2285","4278","13.00","28.00","45.00","41.00","2022-03-31","204"
"CONS1-2286","4277","4.00","42.00","80.00","65.00","2022-03-31","204"
"CONS1-2287","6160","5.00","100.00","110.00","109.00","2022-03-31","204"
"CONS1-2288","4267","2.00","42.00","80.00","68.50","2022-03-31","204"
"CONS1-2289","4268","10.00","32.00","45.00","39.00","2022-03-31","204"
"CONS1-2290","4265","10.00","21.00","30.00","25.00","2022-03-31","204"
"CONS1-2291","4266","10.00","28.00","45.00","41.00","2022-03-31","204"
"CONS1-2292","4237","3.00","244.00","305.00","245.00","2022-03-31","204"
"CONS1-2293","4264","3.00","28.00","45.00","41.00","2022-03-31","204"
"CONS1-2294","4263","1.00","28.00","45.00","40.50","2022-03-31","204"
"CONS1-2295","9669","11.00","30.47","35.00","33.50","2022-03-31","204"
"CONS1-2296","4259","4.00","172.50","230.00","175.00","2022-03-31","204"
"CONS1-2297","4214","10.00","172.50","230.00","175.00","2022-03-31","204"
"CONS1-2298","4282","15.00","81.25","120.00","95.00","2022-03-31","204"
"CONS1-2299","4233","23.00","172.50","230.00","175.00","2022-03-31","204"
"CONS1-2300","4271","3.00","78.75","105.00","89.25","2022-03-31","204"
"CONS1-2301","4255","1.00","124.00","165.00","135.00","2022-03-31","204"
"CONS1-2302","7649","7.00","84.00","105.00","94.50","2022-03-31","204"
"CONS1-2303","4251","3.00","172.50","230.00","175.00","2022-03-31","204"
"CONS1-2304","4249","4.00","172.50","230.00","175.00","2022-03-31","204"
"CONS1-2305","4328","2.00","44.10","52.00","49.00","2022-03-31","204"
"CONS1-2306","4272","1.00","228.75","305.00","235.00","2022-03-31","204"
"CONS1-2307","4216","4.00","123.76","165.00","140.25","2022-03-31","204"
"CONS1-2308","4250","4.00","172.50","230.00","175.00","2022-03-31","204"
"CONS1-2309","4231","10.00","84.00","105.00","94.50","2022-03-31","204"
"CONS1-2310","4238","1.00","123.76","165.00","140.25","2022-03-31","204"
"CONS1-2311","7651","6.00","84.00","105.00","94.50","2022-03-31","204"
"CONS1-2312","4252","3.00","160.00","200.00","167.00","2022-03-31","204"
"CONS1-2313","4319","273.00","37.13","46.00","40.00","2022-03-31","204"
"CONS1-2314","4222","5.00","276.00","345.00","285.00","2022-03-31","204"
"CONS1-2315","4239","1.00","150.00","200.00","160.00","2022-03-31","204"
"CONS1-2316","4236","1.00","142.50","190.00","140.00","2022-03-31","204"
"CONS1-2317","4240","3.00","123.76","165.00","140.25","2022-03-31","204"
"CONS1-2318","4218","3.00","49.00","70.00","59.50","2022-03-31","204"
"CONS1-2319","4263","8.00","28.00","45.00","40.50","2022-03-31","204"
"CONS1-2320","4242","3.00","70.40","176.00","88.00","2022-03-31","204"
"CONS1-2321","4244","3.00","80.50","115.00","92.00","2022-03-31","204"
"CONS1-2322","4245","2.00","66.49","95.00","80.75","2022-03-31","204"
"CONS1-2323","4225","4.00","58.43","146.00","73.00","2022-03-31","204"
"CONS1-2324","4273","2.00","155.99","235.00","188.00","2022-03-31","204"
"CONS1-2325","4241","7.00","70.40","176.00","88.00","2022-03-31","204"
"CONS1-2326","4227","4.00","58.43","146.00","73.00","2022-03-31","204"
"CONS1-2327","4274","2.00","125.00","195.00","165.75","2022-03-31","204"
"CONS1-2328","4243","4.00","70.40","176.00","88.00","2022-03-31","204"
